"Issue Key"|"Summary"|"Author"|"Created"|"Field Type"|"Field"|"From"|"From String"|"To"|"To String"
"PAFI3-243"|" 20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta (menu principal/auxilio de alimentación/entrega de bonos/monto por ciclo) y agregar columna que tenga tipo de beneficio(asignado/ejecutado)"|"Erika Molano"|"2023-11-07T15:49:46.293-0500"|"jira"|"description"|""|""|""|"La idea seria agregar este *monto por ciclo* de los auxilios asignados (seria la asignación total de dinero que se le hizo al estudiante en ese ciclo), ya que actualmente solo tenemos las ejecuciones de los auxilios de alimentación, es por eso que seria de gran valor tener la información de lo ejecutado y lo asignado en esa misma columna de monto. Entonces la propuesta es *agregar una columna de categorazición al modelo que tenga asignación alimentación y ejecución alimentación,* como se muestra en la siguiente tabla:

|Ciclo lectivo|Estudiante|Tipo de beneficio|Monto|
|2021-1|172703|ASIGNACION ALIMENTACION|$   380.000,00|
|2021-1|172703|EJECUCION ALIMENTACION|$        7.200,00|
|2021-1|172703|EJECUCION ALIMENTACION|$        7.300,00|
|2021-1|172703|EJECUCION ALIMENTACION|$        7.200,00|
|2021-1|172703|EJECUCION ALIMENTACION|$        7.500,00|

La columna de monto se mantedría, *pero se agregaría el monto total por ciclo* y en la columna de categorización de tipo de beneficio se agregaría *asignación alimentación y ejecución alimentación,* para poder diferenciar le monto total de las ejecuciones"
"PAFI3-243"|" 20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta (menu principal/auxilio de alimentación/entrega de bonos/monto por ciclo) y agregar columna que tenga tipo de beneficio(asignado/ejecutado)"|"Automation for Jira"|"2023-11-07T15:49:43.637-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"712020:926036c7-a23b-44bd-9e07-58ab1a5a819e"|"Erika Molano"
"PAFI3-243"|" 20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta (menu principal/auxilio de alimentación/entrega de bonos/monto por ciclo) y agregar columna que tenga tipo de beneficio(asignado/ejecutado)"|"Erika Molano"|"2023-11-07T15:49:42.347-0500"|"jira"|"status"|"10393"|"To Do"|"10394"|"In Progress"
"PAFI3-243"|" 20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta (menu principal/auxilio de alimentación/entrega de bonos/monto por ciclo) y agregar columna que tenga tipo de beneficio(asignado/ejecutado)"|"Erika Molano"|"2023-11-07T15:49:39.871-0500"|"jira"|"assignee"|"620c3a0e2fd2470071c9fd79"|"Jonatan Mora Becerra"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-243"|" 20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta (menu principal/auxilio de alimentación/entrega de bonos/monto por ciclo) y agregar columna que tenga tipo de beneficio(asignado/ejecutado)"|"Erika Molano"|"2023-11-07T15:49:37.262-0500"|"jira"|"assignee"|""|""|"620c3a0e2fd2470071c9fd79"|"Jonatan Mora Becerra"
"PAFI3-243"|" 20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta (menu principal/auxilio de alimentación/entrega de bonos/monto por ciclo) y agregar columna que tenga tipo de beneficio(asignado/ejecutado)"|"Erika Molano"|"2023-11-07T15:49:32.910-0500"|"jira"|"summary"|""|" 20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta (menu principal/auxilio de alimentación/entrega de bonos/monto por ciclo)"|""|" 20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta (menu principal/auxilio de alimentación/entrega de bonos/monto por ciclo) y agregar columna que tenga tipo de beneficio(asignado/ejecutado)"
"PAFI3-243"|" 20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta (menu principal/auxilio de alimentación/entrega de bonos/monto por ciclo) y agregar columna que tenga tipo de beneficio(asignado/ejecutado)"|"Erika Molano"|"2023-11-07T15:36:39.135-0500"|"jira"|"summary"|""|" 20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta (menu principal/auxilio de alimentación/entrega de bonos)"|""|" 20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta (menu principal/auxilio de alimentación/entrega de bonos/monto por ciclo)"
"PAFI3-243"|" 20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta (menu principal/auxilio de alimentación/entrega de bonos/monto por ciclo) y agregar columna que tenga tipo de beneficio(asignado/ejecutado)"|"Erika Molano"|"2023-11-07T15:35:13.381-0500"|"jira"|"Attachment"|""|""|"11073"|"MicrosoftTeams-image (16).png"
"PAFI3-243"|" 20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta (menu principal/auxilio de alimentación/entrega de bonos/monto por ciclo) y agregar columna que tenga tipo de beneficio(asignado/ejecutado)"|"Erika Molano"|"2023-11-02T10:40:21.754-0500"|"jira"|"summary"|""|"20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta menu principal"|""|" 20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta (menu principal/auxilio de alimentación/entrega de bonos)"
"PAFI3-243"|" 20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta (menu principal/auxilio de alimentación/entrega de bonos/monto por ciclo) y agregar columna que tenga tipo de beneficio(asignado/ejecutado)"|"Erika Molano"|"2023-11-02T10:39:20.714-0500"|"jira"|"summary"|""|"20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta"|""|"20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta menu principal"
"PAFI3-243"|" 20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta (menu principal/auxilio de alimentación/entrega de bonos/monto por ciclo) y agregar columna que tenga tipo de beneficio(asignado/ejecutado)"|"Erika Molano"|"2023-11-02T10:38:34.357-0500"|"jira"|"summary"|""|"20. Del modelo de PU_AUCILIO_ALIMENTACIÓN agregrar auxilios asignados"|""|"20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta"
"PAFI3-243"|" 20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta (menu principal/auxilio de alimentación/entrega de bonos/monto por ciclo) y agregar columna que tenga tipo de beneficio(asignado/ejecutado)"|"Erika Molano"|"2023-11-02T10:37:26.120-0500"|"custom"|"Rank"|""|""|""|"Ordenado con mayor prioridad"
"PAFI3-243"|" 20. Del modelo de PU_AUXILIO_ALIMENTACIÓN agregrar los auxilios asignados esta información se encuentra en la ruta (menu principal/auxilio de alimentación/entrega de bonos/monto por ciclo) y agregar columna que tenga tipo de beneficio(asignado/ejecutado)"|"Erika Molano"|"2023-11-02T10:37:25.913-0500"|"jira"|"IssueParentAssociation"|""|""|"27775"|"27775"
"PAFI3-242"|"19. Del modelo de PU_BU_HOSPITAL, revisar si los registros sin ciclo pertenecen a programa de educación continua"|"jeison.guarin"|"2024-03-11T16:15:37.356-0500"|"jira"|"resolution"|""|""|"10000"|"Done"
"PAFI3-242"|"19. Del modelo de PU_BU_HOSPITAL, revisar si los registros sin ciclo pertenecen a programa de educación continua"|"jeison.guarin"|"2024-03-11T16:15:37.356-0500"|"jira"|"status"|"10436"|"TESTING"|"10395"|"Done"
"PAFI3-242"|"19. Del modelo de PU_BU_HOSPITAL, revisar si los registros sin ciclo pertenecen a programa de educación continua"|"jeison.guarin"|"2024-03-11T16:15:34.794-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"712020:926036c7-a23b-44bd-9e07-58ab1a5a819e"|"Erika Molano"
"PAFI3-242"|"19. Del modelo de PU_BU_HOSPITAL, revisar si los registros sin ciclo pertenecen a programa de educación continua"|"Consultor BM"|"2024-02-22T15:32:18.118-0500"|"jira"|"status"|"10394"|"In Progress"|"10436"|"TESTING"
"PAFI3-242"|"19. Del modelo de PU_BU_HOSPITAL, revisar si los registros sin ciclo pertenecen a programa de educación continua"|"Erika Molano"|"2024-02-19T12:23:33.424-0500"|"jira"|"description"|""|"Revisar del modelo de hosvital si las personas que no tiene ciclo pertenecen a prgorama de educación continua o son empleados, ya que algunos registros no aparecen el la busqueda en la ruta de PLAN/PROGRAMA alumnos y otros registros aparecen en programa de educación continua."|""|"Revisar del modelo de hosvital si las personas que no tiene ciclo pertenecen a programa de educación continua o son empleados, ya que algunos registros no aparecen el la busqueda en la ruta de PLAN/PROGRAMA alumnos y otros registros aparecen en programa de educación continua."
"PAFI3-242"|"19. Del modelo de PU_BU_HOSPITAL, revisar si los registros sin ciclo pertenecen a programa de educación continua"|"Erika Molano"|"2023-11-07T16:34:42.155-0500"|"jira"|"description"|""|"Revisar del modelo de hosvital si las personas que no tiene ciclo pertenecen a prgorama de educación continua o son empleados, ya que algunos registros no aparecen el la busqueda en la ruta de PLAN/PROGEAMA alumnos y otros registros aparecen en programa de educación continua."|""|"Revisar del modelo de hosvital si las personas que no tiene ciclo pertenecen a prgorama de educación continua o son empleados, ya que algunos registros no aparecen el la busqueda en la ruta de PLAN/PROGRAMA alumnos y otros registros aparecen en programa de educación continua."
"PAFI3-242"|"19. Del modelo de PU_BU_HOSPITAL, revisar si los registros sin ciclo pertenecen a programa de educación continua"|"Erika Molano"|"2023-10-30T17:55:14.420-0500"|"jira"|"assignee"|"712020:926036c7-a23b-44bd-9e07-58ab1a5a819e"|"Erika Molano"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-242"|"19. Del modelo de PU_BU_HOSPITAL, revisar si los registros sin ciclo pertenecen a programa de educación continua"|"Automation for Jira"|"2023-10-30T17:55:09.386-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"712020:926036c7-a23b-44bd-9e07-58ab1a5a819e"|"Erika Molano"
"PAFI3-242"|"19. Del modelo de PU_BU_HOSPITAL, revisar si los registros sin ciclo pertenecen a programa de educación continua"|"Erika Molano"|"2023-10-30T17:55:08.059-0500"|"jira"|"status"|"10463"|"Garantía"|"10394"|"In Progress"
"PAFI3-242"|"19. Del modelo de PU_BU_HOSPITAL, revisar si los registros sin ciclo pertenecen a programa de educación continua"|"Erika Molano"|"2023-10-30T17:36:59.874-0500"|"jira"|"assignee"|""|""|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-242"|"19. Del modelo de PU_BU_HOSPITAL, revisar si los registros sin ciclo pertenecen a programa de educación continua"|"Erika Molano"|"2023-10-30T17:36:57.647-0500"|"jira"|"status"|"10393"|"To Do"|"10463"|"Garantía"
"PAFI3-242"|"19. Del modelo de PU_BU_HOSPITAL, revisar si los registros sin ciclo pertenecen a programa de educación continua"|"Erika Molano"|"2023-10-30T17:36:55.369-0500"|"jira"|"description"|""|""|""|"Revisar del modelo de hosvital si las personas que no tiene ciclo pertenecen a prgorama de educación continua o son empleados, ya que algunos registros no aparecen el la busqueda en la ruta de PLAN/PROGEAMA alumnos y otros registros aparecen en programa de educación continua."
"PAFI3-242"|"19. Del modelo de PU_BU_HOSPITAL, revisar si los registros sin ciclo pertenecen a programa de educación continua"|"Erika Molano"|"2023-10-30T17:36:16.939-0500"|"jira"|"Attachment"|""|""|"11069"|"MicrosoftTeams-image (14).png"
"PAFI3-242"|"19. Del modelo de PU_BU_HOSPITAL, revisar si los registros sin ciclo pertenecen a programa de educación continua"|"Erika Molano"|"2023-10-30T17:36:14.177-0500"|"jira"|"Attachment"|""|""|"11068"|"MicrosoftTeams-image (13).png"
"PAFI3-242"|"19. Del modelo de PU_BU_HOSPITAL, revisar si los registros sin ciclo pertenecen a programa de educación continua"|"Erika Molano"|"2023-10-30T17:33:40.033-0500"|"custom"|"Rank"|""|""|""|"Ordenado con mayor prioridad"
"PAFI3-242"|"19. Del modelo de PU_BU_HOSPITAL, revisar si los registros sin ciclo pertenecen a programa de educación continua"|"Erika Molano"|"2023-10-30T17:33:39.802-0500"|"jira"|"IssueParentAssociation"|""|""|"27775"|"27775"
"PAFI3-241"|"18.Para el modelo de AUXILIOS DE ALIMENTACIÓN revisar los montos que salen en algunos registros ya que son muy altos"|"jeison.guarin"|"2024-03-11T16:15:01.639-0500"|"jira"|"resolution"|""|""|"10000"|"Done"
"PAFI3-241"|"18.Para el modelo de AUXILIOS DE ALIMENTACIÓN revisar los montos que salen en algunos registros ya que son muy altos"|"jeison.guarin"|"2024-03-11T16:15:01.639-0500"|"jira"|"status"|"10436"|"TESTING"|"10395"|"Done"
"PAFI3-241"|"18.Para el modelo de AUXILIOS DE ALIMENTACIÓN revisar los montos que salen en algunos registros ya que son muy altos"|"jeison.guarin"|"2024-03-11T16:14:58.655-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"712020:926036c7-a23b-44bd-9e07-58ab1a5a819e"|"Erika Molano"
"PAFI3-241"|"18.Para el modelo de AUXILIOS DE ALIMENTACIÓN revisar los montos que salen en algunos registros ya que son muy altos"|"Consultor BM"|"2024-02-27T15:33:15.189-0500"|"jira"|"status"|"10394"|"In Progress"|"10436"|"TESTING"
"PAFI3-241"|"18.Para el modelo de AUXILIOS DE ALIMENTACIÓN revisar los montos que salen en algunos registros ya que son muy altos"|"Erika Molano"|"2024-02-19T12:22:49.566-0500"|"jira"|"priority"|"3"|"Medium"|"2"|"High"
"PAFI3-241"|"18.Para el modelo de AUXILIOS DE ALIMENTACIÓN revisar los montos que salen en algunos registros ya que son muy altos"|"Erika Molano"|"2023-10-30T17:54:26.911-0500"|"jira"|"assignee"|"712020:926036c7-a23b-44bd-9e07-58ab1a5a819e"|"Erika Molano"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-241"|"18.Para el modelo de AUXILIOS DE ALIMENTACIÓN revisar los montos que salen en algunos registros ya que son muy altos"|"Automation for Jira"|"2023-10-30T17:54:22.589-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"712020:926036c7-a23b-44bd-9e07-58ab1a5a819e"|"Erika Molano"
"PAFI3-241"|"18.Para el modelo de AUXILIOS DE ALIMENTACIÓN revisar los montos que salen en algunos registros ya que son muy altos"|"Erika Molano"|"2023-10-30T17:54:21.217-0500"|"jira"|"status"|"10463"|"Garantía"|"10394"|"In Progress"
"PAFI3-241"|"18.Para el modelo de AUXILIOS DE ALIMENTACIÓN revisar los montos que salen en algunos registros ya que son muy altos"|"Erika Molano"|"2023-10-30T17:32:11.980-0500"|"jira"|"assignee"|""|""|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-241"|"18.Para el modelo de AUXILIOS DE ALIMENTACIÓN revisar los montos que salen en algunos registros ya que son muy altos"|"Erika Molano"|"2023-10-30T17:32:10.105-0500"|"jira"|"status"|"10393"|"To Do"|"10463"|"Garantía"
"PAFI3-241"|"18.Para el modelo de AUXILIOS DE ALIMENTACIÓN revisar los montos que salen en algunos registros ya que son muy altos"|"Erika Molano"|"2023-10-30T17:32:06.423-0500"|"jira"|"description"|""|""|""|"Algunos registros tienen montos muy altos como por ejemplo 20 millones de auxilios de alimentación, en especial los que no tiene ciclo o perido académico, no sé si de pronto se están sumando todos los periodos academicos de esa persona"
"PAFI3-241"|"18.Para el modelo de AUXILIOS DE ALIMENTACIÓN revisar los montos que salen en algunos registros ya que son muy altos"|"Erika Molano"|"2023-10-30T17:31:29.615-0500"|"jira"|"summary"|""|"18.Para el modelo de AUXILIOS DE ALIMENTACIÓN revisar los montos que salen en algunos registros"|""|"18.Para el modelo de AUXILIOS DE ALIMENTACIÓN revisar los montos que salen en algunos registros ya que son muy altos"
"PAFI3-241"|"18.Para el modelo de AUXILIOS DE ALIMENTACIÓN revisar los montos que salen en algunos registros ya que son muy altos"|"Erika Molano"|"2023-10-30T17:31:17.955-0500"|"jira"|"Attachment"|""|""|"11067"|"Captura de pantalla 2023-10-30 173108.png"
"PAFI3-241"|"18.Para el modelo de AUXILIOS DE ALIMENTACIÓN revisar los montos que salen en algunos registros ya que son muy altos"|"Erika Molano"|"2023-10-30T17:29:49.725-0500"|"custom"|"Rank"|""|""|""|"Ordenado con mayor prioridad"
"PAFI3-241"|"18.Para el modelo de AUXILIOS DE ALIMENTACIÓN revisar los montos que salen en algunos registros ya que son muy altos"|"Erika Molano"|"2023-10-30T17:29:49.465-0500"|"jira"|"IssueParentAssociation"|""|""|"27775"|"27775"
"PAFI3-240"|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información en el ciclo si pertenecen a programas de educación continua, especialización o maestrias"|"jeison.guarin"|"2024-03-19T16:34:20.945-0500"|"jira"|"resolution"|""|""|"10000"|"Done"
"PAFI3-240"|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información en el ciclo si pertenecen a programas de educación continua, especialización o maestrias"|"jeison.guarin"|"2024-03-19T16:34:20.945-0500"|"jira"|"status"|"10394"|"In Progress"|"10395"|"Done"
"PAFI3-240"|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información en el ciclo si pertenecen a programas de educación continua, especialización o maestrias"|"jeison.guarin"|"2024-03-19T11:38:37.867-0500"|"jira"|"assignee"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"|"712020:926036c7-a23b-44bd-9e07-58ab1a5a819e"|"Erika Molano"
"PAFI3-240"|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información en el ciclo si pertenecen a programas de educación continua, especialización o maestrias"|"Consultor BM"|"2024-02-27T15:29:38.344-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"
"PAFI3-240"|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información en el ciclo si pertenecen a programas de educación continua, especialización o maestrias"|"Erika Molano"|"2024-02-19T14:50:26.342-0500"|"jira"|"priority"|"3"|"Medium"|"2"|"High"
"PAFI3-240"|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información en el ciclo si pertenecen a programas de educación continua, especialización o maestrias"|"Erika Molano"|"2023-10-30T17:54:51.506-0500"|"jira"|"assignee"|"712020:926036c7-a23b-44bd-9e07-58ab1a5a819e"|"Erika Molano"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-240"|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información en el ciclo si pertenecen a programas de educación continua, especialización o maestrias"|"Automation for Jira"|"2023-10-30T17:54:12.614-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"712020:926036c7-a23b-44bd-9e07-58ab1a5a819e"|"Erika Molano"
"PAFI3-240"|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información en el ciclo si pertenecen a programas de educación continua, especialización o maestrias"|"Erika Molano"|"2023-10-30T17:54:11.083-0500"|"jira"|"status"|"10463"|"Garantía"|"10394"|"In Progress"
"PAFI3-240"|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información en el ciclo si pertenecen a programas de educación continua, especialización o maestrias"|"Erika Molano"|"2023-10-30T17:38:34.311-0500"|"jira"|"description"|""|"Revisar del modelo de AUXILIOS DE ALIMENTACIÓn los registros que salen sin información ya que viendo algunos ID encontramos que pertenecen a programas de educación continua, maestrias y especializaciones. Adjunto evidencias:"|""|"Revisar del modelo de AUXILIOS DE ALIMENTACIÓn los registros que salen sin información ya que viendo algunos ID encontramos que pertenecen a programas de educación continua, maestrias y especializaciones o incluso algunos puede que no sean alumnos sino empleados. Adjunto evidencias:"
"PAFI3-240"|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información en el ciclo si pertenecen a programas de educación continua, especialización o maestrias"|"Erika Molano"|"2023-10-30T17:37:45.190-0500"|"jira"|"description"|""|""|""|"Revisar del modelo de AUXILIOS DE ALIMENTACIÓn los registros que salen sin información ya que viendo algunos ID encontramos que pertenecen a programas de educación continua, maestrias y especializaciones. Adjunto evidencias:"
"PAFI3-240"|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información en el ciclo si pertenecen a programas de educación continua, especialización o maestrias"|"Erika Molano"|"2023-10-30T17:32:33.565-0500"|"jira"|"summary"|""|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información si pertenecen a programas de educación continua, especialización o maestrias"|""|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información en el ciclo si pertenecen a programas de educación continua, especialización o maestrias"
"PAFI3-240"|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información en el ciclo si pertenecen a programas de educación continua, especialización o maestrias"|"Erika Molano"|"2023-10-30T17:19:20.590-0500"|"jira"|"status"|"10393"|"To Do"|"10463"|"Garantía"
"PAFI3-240"|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información en el ciclo si pertenecen a programas de educación continua, especialización o maestrias"|"Erika Molano"|"2023-10-30T17:19:17.410-0500"|"jira"|"assignee"|""|""|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-240"|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información en el ciclo si pertenecen a programas de educación continua, especialización o maestrias"|"Erika Molano"|"2023-10-30T17:19:14.609-0500"|"jira"|"summary"|""|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información si pertenecen a especialización o maestrias"|""|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información si pertenecen a programas de educación continua, especialización o maestrias"
"PAFI3-240"|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información en el ciclo si pertenecen a programas de educación continua, especialización o maestrias"|"Erika Molano"|"2023-10-30T17:18:55.916-0500"|"jira"|"Attachment"|""|""|"11066"|"Captura de pantalla 2023-10-30 171843.png"
"PAFI3-240"|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información en el ciclo si pertenecen a programas de educación continua, especialización o maestrias"|"Erika Molano"|"2023-10-30T17:13:36.219-0500"|"jira"|"Attachment"|""|""|"11065"|"MicrosoftTeams-image (11).png"
"PAFI3-240"|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información en el ciclo si pertenecen a programas de educación continua, especialización o maestrias"|"Erika Molano"|"2023-10-30T17:13:21.161-0500"|"jira"|"Attachment"|""|""|"11064"|"MicrosoftTeams-image (10).png"
"PAFI3-240"|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información en el ciclo si pertenecen a programas de educación continua, especialización o maestrias"|"Erika Molano"|"2023-10-30T17:11:17.173-0500"|"custom"|"Rank"|""|""|""|"Ordenado con mayor prioridad"
"PAFI3-240"|"17. Revisar del modelo de PBU_AUXILIOS_ALIMENTACIÓN de los registros que no tiene información en el ciclo si pertenecen a programas de educación continua, especialización o maestrias"|"Erika Molano"|"2023-10-30T17:11:16.915-0500"|"jira"|"IssueParentAssociation"|""|""|"27775"|"27775"
"PAFI3-239"|"16. Revisar la FCT_GESTION_BECAS en el campo STR_PERSONA_ID_TUTOR_NK, ya que todos los campos me aparecen en null y antes si aparecia información"|"jeison.guarin"|"2024-03-19T16:31:28.754-0500"|"jira"|"resolution"|""|""|"10000"|"Done"
"PAFI3-239"|"16. Revisar la FCT_GESTION_BECAS en el campo STR_PERSONA_ID_TUTOR_NK, ya que todos los campos me aparecen en null y antes si aparecia información"|"jeison.guarin"|"2024-03-19T16:31:28.754-0500"|"jira"|"status"|"10394"|"In Progress"|"10395"|"Done"
"PAFI3-239"|"16. Revisar la FCT_GESTION_BECAS en el campo STR_PERSONA_ID_TUTOR_NK, ya que todos los campos me aparecen en null y antes si aparecia información"|"jeison.guarin"|"2024-03-19T16:31:28.630-0500"|"jira"|"assignee"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"|"63d3f4e4f386bda5dcac5138"|"jeison.guarin"
"PAFI3-239"|"16. Revisar la FCT_GESTION_BECAS en el campo STR_PERSONA_ID_TUTOR_NK, ya que todos los campos me aparecen en null y antes si aparecia información"|"Erika Molano"|"2024-02-19T15:28:02.651-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"5e67ac4f2a0bb00ce033d332"|"Sebastián Alfonso Aguilar"
"PAFI3-239"|"16. Revisar la FCT_GESTION_BECAS en el campo STR_PERSONA_ID_TUTOR_NK, ya que todos los campos me aparecen en null y antes si aparecia información"|"Erika Molano"|"2024-02-19T12:37:08.261-0500"|"jira"|"description"|""|"Revisar porque la información de STR_PERSONA_ID_TUTOR_NK aparece toda en null si antes si aparecia el ID del turor en la FCT_GESTION_BECAS"|""|"Revisar porque la información de STR_PERSONA_ID_TUTOR_NK aparece toda en null si antes si aparecia el ID del tutor en la FCT_GESTION_BECAS"
"PAFI3-239"|"16. Revisar la FCT_GESTION_BECAS en el campo STR_PERSONA_ID_TUTOR_NK, ya que todos los campos me aparecen en null y antes si aparecia información"|"Erika Molano"|"2023-10-30T17:54:37.415-0500"|"jira"|"assignee"|"712020:926036c7-a23b-44bd-9e07-58ab1a5a819e"|"Erika Molano"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-239"|"16. Revisar la FCT_GESTION_BECAS en el campo STR_PERSONA_ID_TUTOR_NK, ya que todos los campos me aparecen en null y antes si aparecia información"|"Automation for Jira"|"2023-10-30T17:53:42.685-0500"|"jira"|"assignee"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"|"712020:926036c7-a23b-44bd-9e07-58ab1a5a819e"|"Erika Molano"
"PAFI3-239"|"16. Revisar la FCT_GESTION_BECAS en el campo STR_PERSONA_ID_TUTOR_NK, ya que todos los campos me aparecen en null y antes si aparecia información"|"Erika Molano"|"2023-10-30T17:53:41.128-0500"|"jira"|"status"|"10463"|"Garantía"|"10394"|"In Progress"
"PAFI3-239"|"16. Revisar la FCT_GESTION_BECAS en el campo STR_PERSONA_ID_TUTOR_NK, ya que todos los campos me aparecen en null y antes si aparecia información"|"Erika Molano"|"2023-10-30T16:07:13.103-0500"|"jira"|"assignee"|"712020:926036c7-a23b-44bd-9e07-58ab1a5a819e"|"Erika Molano"|"6203c1ef5d18ad007299b0b3"|"Consultor BM"
"PAFI3-239"|"16. Revisar la FCT_GESTION_BECAS en el campo STR_PERSONA_ID_TUTOR_NK, ya que todos los campos me aparecen en null y antes si aparecia información"|"Erika Molano"|"2023-10-30T16:07:09.227-0500"|"jira"|"status"|"10394"|"In Progress"|"10463"|"Garantía"
